272.1868591308594,263.6844787597656,286.9952697753906,280.1021423339844,267.49273681640625,265.6097106933594,262.1565246582031,294.8511657714844,262.5401306152344,262.8842468261719,,,
274.84259033203125,267.49615478515625,258.3934326171875,266.54266357421875,265.8466796875,265.2740783691406,,,,,,,
286.83306884765625,281.263916015625,268.4664306640625,267.5056457519531,270.595458984375,269.7390441894531,273.0749206542969,270.2524719238281,269.9296569824219,,,,
260.4180908203125,272.83477783203125,269.4208984375,276.19140625,265.5746765136719,275.9579162597656,258.3131408691406,268.2255859375,256.999267578125,260.5439147949219,248.8518829345703,284.7877197265625,278.220458984375
257.1556396484375,265.943603515625,281.7978515625,275.95068359375,297.5245361328125,268.3638000488281,248.88766479492188,264.21295166015625,281.62664794921875,264.2484130859375,,,
281.7495422363281,273.06036376953125,271.19921875,261.4383544921875,263.46826171875,257.2100524902344,254.6493377685547,,,,,,
265.7412109375,273.9330139160156,245.6205902099609,245.842529296875,254.0423889160156,287.7934875488281,,,,,,,
249.1343536376953,240.26852416992188,272.77655029296875,253.8708648681641,236.71533203125,249.20989990234372,260.64630126953125,233.4154510498047,267.3097839355469,,,,
236.6028594970703,260.4753112792969,282.5570983886719,241.37173461914065,265.271484375,,,,,,,,
242.52574157714844,247.1392059326172,252.60177612304688,250.7820587158203,256.4970397949219,273.8404846191406,264.0810546875,248.5269012451172,274.5535888671875,266.6820983886719,,,
268.91259765625,258.1156005859375,254.64865112304688,255.31431579589844,249.18788146972656,252.24261474609372,267.8069763183594,237.98326110839844,272.8821716308594,253.8622283935547,,,
255.23849487304688,280.3900451660156,278.6620178222656,265.0333251953125,262.7509765625,250.0098114013672,250.23487854003903,263.123291015625,269.993408203125,,,,
